playerName,team,rating,region,playerCategory,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,agent_1,agent_2,agent_3
Cowpie867,UCI,0.70,Americas,vct-challengers,173.0,0.71,68%,118.2,0.60,0.18,0.10,0.25,33%,,killjoy,raze,
Coyote,NE,0.95,Pacific,vct-game-changer,229.4,1.00,69%,148.6,0.79,0.14,0.27,0.21,28%,17%,raze,jett,
cr0w,79,0.84,Pacific,vct-game-changer,203.3,0.88,73%,134.5,0.71,0.19,0.15,0.08,31%,17%,raze,reyna,
crashies,NRG,0.96,Americas,vct-international,175.3,0.99,73%,114.9,0.63,0.30,0.05,0.06,28%,16%,sova,viper,breach
crazyguy,BLD,0.83,Pacific,vct-international,177.9,0.74,65%,118.7,0.56,0.31,0.07,0.12,23%,11%,sova,breach,fade
Creamydreamy,SNS,01.07,EMEA,vct-challengers,193.3,01.01,74%,125.3,0.69,0.51,0.07,0.06,32%,13%,fade,kayo,skye
Crescent,YDZ.B,0.66,Americas,vct-challengers,139.8,0.68,59%,98.9,0.54,0.19,0.05,0.13,31%,,jett,kayo,skye
Crewen,BCF,0.94,EMEA,vct-challengers,188.8,0.94,69%,128.0,0.67,0.22,0.09,0.08,29%,16%,cypher,killjoy,viper
Critical,WU,0.82,Americas,vct-challengers,166.8,0.73,66%,116.0,0.53,0.34,0.04,0.11,21%,21%,skye,killjoy,sova
CrmyDuck,38,0.84,Americas,vct-challengers,144.0,0.66,55%,101.5,0.50,0.32,0.05,0.08,29%,20%,viper,omen,
cro3N,LR,0.93,Americas,vct-challengers,191.1,0.89,65%,128.0,0.68,0.21,0.10,0.09,33%,9%,omen,viper,
crr,CHCH,0.59,EMEA,vct-challengers,99.3,0.50,54%,69.2,0.39,0.08,0.02,0.10,29%,,gekko,reyna,viper
CRUNCH,Illu,0.54,Americas,vct-challengers,137.5,0.45,46%,93.1,0.40,0.09,0.09,0.11,36%,,sova,reyna,
Crus,FCY,1.10,Pacific,vct-challengers,201.2,1.12,77%,131.9,0.72,0.37,0.08,0.07,39%,27%,kayo,cypher,astra
Crws,TLN,0.83,Pacific,vct-international,157.4,0.79,68%,107.7,0.54,0.27,0.04,0.08,22%,13%,harbor,omen,astra
Cryocells,100T,1.14,Americas,vct-international,230.1,1.20,73%,148.3,0.83,0.23,0.14,0.10,24%,19%,brimstone,astra,jett
Cud,AE,0.99,Pacific,vct-challengers,188.3,01.03,71%,121.6,0.68,0.21,0.07,0.08,30%,16%,cypher,killjoy,phoenix
cullumx,ACE,0.95,EMEA,vct-challengers,194.0,0.92,67%,130.8,0.68,0.32,0.11,0.11,39%,10%,raze,kayo,phoenix
Cunha20,SAW,01.07,EMEA,vct-challengers,193.9,01.09,76%,127.7,0.72,0.40,0.07,0.06,40%,12%,omen,viper,brimstone
Curry,38,0.81,Americas,vct-challengers,166.0,0.70,68%,120.7,0.55,0.21,0.03,0.03,27%,20%,sova,,
cuteasa,RTL,0.92,Americas,vct-game-changer,198.5,0.92,68%,130.2,0.71,0.16,0.10,0.12,19%,22%,reyna,deadlock,killjoy
cuz,ROSE,0.92,Americas,vct-challengers,223.0,1.00,62%,143.8,0.79,0.08,0.18,0.21,26%,,raze,,
CXIX666,MGLZ,01.09,Pacific,vct-challengers,207.0,1.32,83%,142.5,0.73,0.20,0.15,0.08,26%,,cypher,chamber,
Cyan,SLT,0.97,EMEA,vct-challengers,210.5,01.02,72%,137.3,0.72,0.31,0.06,0.05,28%,16%,fade,sova,
CyderX,EF,0.88,EMEA,vct-challengers,150.9,0.81,70%,105.3,0.54,0.26,0.03,0.03,35%,17%,sova,gekko,skye
Cyrax,69,0.99,Pacific,vct-challengers,219.3,01.04,70%,145.1,0.80,0.10,0.12,0.17,24%,18%,jett,raze,
CyvOph,MDR,1.13,EMEA,vct-challengers,237.9,1.19,75%,156.5,0.84,0.26,0.13,0.11,24%,11%,raze,gekko,sage
Czester,OPY,01.03,EMEA,vct-challengers,243.7,01.09,65%,150.0,0.84,0.16,0.22,0.20,31%,22%,raze,jett,
d0rf,FPT,1.00,Pacific,vct-challengers,177.0,0.99,73%,120.6,0.63,0.26,0.06,0.06,29%,23%,sova,skye,fade
D0V3S,Stay,01.03,Americas,vct-challengers,231.0,01.03,68%,157.1,0.80,0.25,0.07,0.16,24%,,viper,killjoy,
d1msumboi,RESO,0.96,Americas,vct-challengers,182.4,0.96,69%,137.5,0.68,0.19,0.05,0.06,38%,11%,killjoy,viper,brimstone
d1srupt,MEOW,01.08,Pacific,vct-challengers,213.9,01.06,73%,140.1,0.74,0.34,0.09,0.08,28%,16%,raze,jett,gekko
d3ffo,HGE,01.04,EMEA,vct-challengers,224.2,1.10,70%,147.2,0.80,0.16,0.19,0.13,25%,17%,jett,raze,reyna
d3mur,OP,0.98,EMEA,vct-challengers,232.1,0.96,65%,158.1,0.79,0.20,0.21,0.21,24%,25%,raze,jett,yoru
D3pr3ssion,Voya,0.70,Americas,vct-game-changer,170.0,0.63,48%,105.6,0.58,0.12,0.18,0.18,38%,25%,jett,,
D3XT3R,MYS,0.65,Pacific,vct-challengers,164.0,0.59,67%,101.3,0.49,0.47,0.00,0.18,11%,,gekko,sova,
D4rf,XIA,0.86,Pacific,vct-challengers,186.1,0.83,68%,120.6,0.64,0.36,0.07,0.11,27%,6%,omen,viper,astra
d4v41,PRX,01.08,Pacific,vct-international,198.1,01.05,76%,132.7,0.70,0.38,0.06,0.06,29%,15%,sage,fade,viper
dafam1,UNC,0.77,Pacific,vct-challengers,166.5,0.69,62%,106.6,0.59,0.23,0.05,0.08,28%,10%,viper,omen,
DaFt,VIC,0.99,Pacific,vct-challengers,220.3,1.00,71%,149.1,0.76,0.24,0.15,0.15,25%,8%,raze,yoru,jett
DaGG3r,FLK,1.14,EMEA,vct-challengers,192.5,1.10,69%,135.9,0.72,0.27,0.06,0.06,46%,21%,sova,fade,
Daicute,TDE,01.02,Pacific,vct-challengers,211.3,01.03,66%,134.4,0.72,0.17,0.11,0.07,24%,12%,killjoy,cypher,
dAkE,HOF,0.58,EMEA,vct-challengers,113.5,0.45,63%,77.3,0.37,0.29,0.00,0.11,24%,,omen,,
Daki,69,0.51,Americas,vct-game-changer,107.8,0.37,55%,75.7,0.32,0.33,0.04,0.13,15%,8%,viper,omen,brimstone
damaraa,LCR,0.91,Pacific,vct-challengers,211.7,0.92,69%,139.9,0.72,0.20,0.14,0.19,22%,13%,raze,cypher,jett
danbi,46,1.18,Americas,vct-game-changer,257.5,1.18,67%,163.3,0.87,0.22,0.09,0.11,17%,25%,clove,killjoy,
Danda,DEMU,0.95,EMEA,vct-challengers,179.8,0.91,70%,115.6,0.65,0.32,0.05,0.06,30%,16%,sova,omen,brimstone
Daniel0,SZK,0.87,EMEA,vct-challengers,198.3,0.89,60%,133.3,0.71,0.16,0.16,0.20,32%,7%,jett,raze,killjoy
danKey,(+1),0.76,Pacific,vct-challengers,189.0,0.75,59%,128.1,0.63,0.21,0.08,0.13,19%,6%,kayo,raze,reyna
dapr,SEN,0.92,Americas,vct-challengers,177.9,0.90,73%,119.2,0.60,0.30,0.08,0.09,23%,17%,viper,killjoy,cypher
Dark3st,SAD,01.07,Americas,vct-challengers,205.8,01.06,72%,132.3,0.73,0.35,0.09,0.09,27%,19%,viper,kayo,reyna
DarkLight,SLY,0.81,EMEA,vct-challengers,168.4,0.77,72%,107.5,0.57,0.31,0.05,0.05,20%,21%,omen,viper,brimstone
darkosek,INCO,0.88,EMEA,vct-challengers,179.5,0.82,66%,125.3,0.65,0.29,0.07,0.09,30%,13%,breach,skye,viper
darkwinjett,PXU,1.11,EMEA,vct-challengers,194.0,01.04,66%,131.7,0.70,0.42,0.13,0.07,23%,,neon,sage,omen
DarkYZ,34,0.64,Pacific,vct-challengers,140.5,0.52,62%,91.0,0.47,0.26,0.06,0.09,29%,,omen,,
Darkz,72,0.51,Pacific,vct-challengers,135.5,0.55,50%,95.4,0.49,0.18,0.08,0.26,22%,10%,astra,reyna,killjoy
Darum0n,DOES,0.62,EMEA,vct-game-changer,148.3,0.58,53%,99.9,0.49,0.16,0.05,0.08,30%,16%,gekko,sova,
Darum0n,DOES,0.57,EMEA,vct-challengers,111.0,0.50,60%,72.7,0.43,0.23,0.03,0.09,35%,7%,gekko,viper,
daseinzumtode,189,0.83,Pacific,vct-challengers,150.6,0.73,70%,96.7,0.52,0.47,0.05,0.11,19%,13%,brimstone,omen,
DataKiller,Six,0.92,Americas,vct-challengers,185.8,0.81,78%,117.3,0.61,0.47,0.04,0.07,23%,,skye,kayo,sova
Dau,RIMA,01.01,Pacific,vct-game-changer,227.3,0.96,75%,157.6,0.75,0.29,0.14,0.12,17%,10%,raze,,
Daveeski,PXU,0.87,EMEA,vct-challengers,188.3,0.83,68%,127.6,0.64,0.31,0.11,0.12,26%,15%,breach,raze,skye
daveX3,LUX,0.56,Americas,vct-challengers,141.0,0.53,53%,91.4,0.47,0.21,0.06,0.15,25%,,viper,astra,
Davia,GMB,01.06,EMEA,vct-challengers,228.8,1.16,73%,142.3,0.83,0.18,0.17,0.18,33%,22%,jett,chamber,neon
Davidp,NSR.I,0.97,EMEA,vct-challengers,197.8,0.91,75%,121.4,0.66,0.40,0.12,0.09,21%,,skye,viper,omen
DaviH,CGN,1.15,EMEA,vct-challengers,199.1,1.19,73%,137.6,0.70,0.30,0.06,0.05,23%,15%,sova,fade,sage
Davud,WHO,0.85,EMEA,vct-challengers,201.4,0.86,66%,138.5,0.71,0.19,0.18,0.23,26%,4%,raze,jett,
Dawn,B8,0.71,EMEA,vct-challengers,155.0,0.59,58%,107.1,0.47,0.17,0.08,0.06,18%,,viper,,
dayl1na,31,0.48,EMEA,vct-game-changer,137.0,0.46,52%,84.7,0.42,0.23,0.03,0.16,18%,,breach,raze,
Dazai,75,0.43,Americas,vct-game-changer,104.5,0.38,49%,80.8,0.32,0.17,0.04,0.09,21%,,sova,,
dazzLe,TTR,0.83,Americas,vct-challengers,194.0,0.75,69%,135.5,0.62,0.29,0.14,0.20,21%,,sova,killjoy,
DeadInk,FB,0.73,EMEA,vct-challengers,162.9,0.69,63%,114.6,0.55,0.17,0.11,0.15,23%,12%,gekko,clove,jett
Deadly10,RGE,0.98,Pacific,vct-challengers,216.2,1.00,66%,142.4,0.76,0.19,0.18,0.15,27%,9%,raze,jett,neon
DEATHMAKER,MOGO,0.98,Pacific,vct-challengers,216.9,01.03,68%,143.5,0.76,0.17,0.17,0.20,29%,18%,gekko,jett,raze
dedmosVAL,35,0.67,Americas,vct-challengers,158.5,0.59,54%,100.6,0.54,0.34,0.14,0.14,33%,,omen,viper,
deecee,OGS,0.95,Pacific,vct-challengers,194.5,0.97,66%,128.8,0.68,0.17,0.11,0.11,31%,17%,cypher,deadlock,killjoy
deeegs,33,0.39,Americas,vct-challengers,115.5,0.33,45%,81.3,0.30,0.24,0.00,0.06,15%,,viper,omen,
deejay,134,0.76,Americas,vct-game-changer,189.6,0.73,60%,125.5,0.64,0.16,0.10,0.22,23%,,jett,clove,raze
DeepMans,DATH,0.80,EMEA,vct-challengers,179.0,0.79,68%,113.3,0.62,0.28,0.09,0.15,37%,28%,skye,phoenix,kayo
deLb,AG,,China,vct-international,195.7,1.00,,124.2,0.71,0.18,0.06,0.06,,,raze,reyna,killjoy
DelBisky,BOBA,0.96,Pacific,vct-game-changer,203.6,0.95,70%,131.9,0.70,0.29,0.11,0.09,26%,12%,raze,jett,clove
Delend,INVI,0.77,Pacific,vct-challengers,155.7,0.71,66%,102.1,0.54,0.32,0.02,0.07,28%,8%,viper,astra,harbor
DELP,39,0.93,Pacific,vct-challengers,214.0,1.00,59%,140.9,0.77,0.18,0.08,0.05,28%,,viper,,
demek,INCO,0.85,EMEA,vct-challengers,194.1,0.84,66%,125.4,0.66,0.17,0.15,0.18,21%,10%,jett,raze,reyna
deminatiX,IW,0.97,EMEA,vct-challengers,231.3,0.99,65%,148.9,0.78,0.16,0.19,0.21,26%,14%,raze,jett,neon
Demiurge,FMG,1.00,EMEA,vct-challengers,221.0,0.98,68%,148.4,0.76,0.18,0.18,0.19,24%,18%,raze,jett,gekko
Demon1,LEV,0.97,Americas,vct-international,208.2,0.97,71%,141.9,0.72,0.18,0.18,0.17,35%,10%,jett,omen,raze
denji,DOMS,0.77,Pacific,vct-challengers,176.4,0.63,64%,112.0,0.55,0.34,0.08,0.10,25%,,brimstone,omen,viper
Denz,AVN,1.25,Pacific,vct-challengers,247.6,1.20,65%,168.0,0.89,0.19,0.15,0.12,35%,23%,skye,sova,killjoy
Deqadz,RUD,01.01,EMEA,vct-challengers,195.4,1.00,72%,125.6,0.68,0.38,0.09,0.10,19%,13%,breach,viper,omen
Deria,Vien,0.71,EMEA,vct-game-changer,152.4,0.66,63%,101.8,0.54,0.43,0.03,0.06,29%,21%,kayo,breach,
Derke,VIT,01.07,EMEA,vct-international,234.5,1.16,71%,154.0,0.83,0.19,0.17,0.16,25%,22%,raze,jett,yoru
Derrek,EG,01.05,Americas,vct-international,193.9,01.02,71%,130.0,0.70,0.28,0.07,0.04,35%,14%,fade,gekko,sova
Deryeon,BLD,0.87,Pacific,vct-international,186.8,0.86,70%,123.7,0.65,0.20,0.15,0.14,29%,8%,harbor,raze,killjoy
des,70,0.75,Americas,vct-game-changer,174.3,0.66,59%,124.9,0.56,0.20,0.03,0.16,19%,7%,killjoy,raze,
deseo,FAWZ,01.05,Americas,vct-challengers,223.0,0.93,62%,148.6,0.76,0.03,0.24,0.03,52%,,yoru,raze,
Desi,FKS.S,0.96,EMEA,vct-game-changer,202.7,0.92,72%,130.5,0.71,0.37,0.09,0.09,28%,23%,phoenix,skye,breach
Destrian,HGE,0.84,EMEA,vct-international,158.7,0.77,68%,111.9,0.54,0.32,0.06,0.09,21%,10%,cypher,killjoy,omen
Destrian,HGE,1.14,EMEA,vct-challengers,201.7,1.18,74%,130.5,0.74,0.26,0.09,0.03,24%,24%,omen,sova,fade
DESTRUCT1VEE,GAL,0.99,EMEA,vct-challengers,199.5,1.00,72%,133.2,0.69,0.30,0.10,0.10,28%,17%,omen,viper,killjoy
Dev0,NXT,01.01,EMEA,vct-challengers,215.8,0.99,70%,140.5,0.76,0.22,0.13,0.13,29%,25%,yoru,jett,raze
devashhessh,35,0.81,Pacific,vct-challengers,194.5,0.77,63%,139.7,0.66,0.20,0.09,0.11,30%,25%,deadlock,omen,
Devie,29,0.73,Americas,vct-challengers,184.0,0.61,62%,133.3,0.59,0.14,0.14,0.07,27%,17%,raze,yoru,
devilasxa,O1O,01.03,EMEA,vct-game-changer,199.3,0.98,71%,134.9,0.69,0.36,0.08,0.07,33%,12%,breach,kayo,gekko
Devine,YDZ.I,0.84,Americas,vct-challengers,169.5,0.58,57%,112.1,0.51,0.26,0.11,0.14,27%,29%,viper,breach,
Dext,EX0,0.84,EMEA,vct-challengers,184.1,0.83,65%,122.8,0.66,0.22,0.10,0.13,32%,18%,omen,killjoy,viper
Dexter,PRFS,1.21,Pacific,vct-challengers,181.0,1.47,88%,132.9,0.65,0.35,0.09,0.09,31%,,killjoy,gekko,
didii,MDK,0.99,EMEA,vct-game-changer,190.9,0.95,73%,127.7,0.66,0.45,0.09,0.07,23%,17%,breach,kayo,skye
Dig,38,0.62,Americas,vct-game-changer,147.0,0.61,63%,92.2,0.50,0.42,0.11,0.13,23%,,omen,clove,
Dignified,(+2),01.01,Pacific,vct-challengers,191.2,0.94,70%,128.4,0.69,0.36,0.07,0.05,41%,10%,skye,kayo,gekko
dimasick,KBG,1.12,EMEA,vct-challengers,219.0,1.29,77%,145.9,0.82,0.18,0.16,0.06,35%,9%,cypher,,
dimasick,KBG,,China,vct-challengers,198.5,0.70,,131.1,0.63,0.17,0.15,0.10,,,cypher,,
dimaxx,FUZO,0.97,EMEA,vct-challengers,169.0,0.99,83%,108.4,0.61,0.46,0.04,0.03,21%,6%,sage,kayo,breach
Dimes,TMU.B,0.80,Americas,vct-challengers,189.0,0.81,67%,135.0,0.69,0.17,0.17,0.11,33%,,jett,,
Dina,RZN,0.67,EMEA,vct-game-changer,167.0,0.69,59%,113.8,0.60,0.23,0.12,0.19,27%,14%,raze,jett,
Dingwei,DRG,,China,vct-international,162.6,0.76,,,0.55,0.30,,,,,sova,skye,viper
Dinxx,WVU,0.80,Americas,vct-challengers,193.5,0.77,49%,130.2,0.66,0.06,0.08,0.20,30%,,jett,raze,
Dior,4RL.H,0.89,EMEA,vct-game-changer,176.5,0.76,62%,106.5,0.65,0.26,0.00,0.09,28%,25%,viper,omen,
dip,SAD,0.97,Americas,vct-challengers,183.1,0.90,69%,123.3,0.62,0.31,0.06,0.08,27%,19%,chamber,omen,sova
dire,46,0.44,Americas,vct-game-changer,90.5,0.32,48%,66.8,0.26,0.17,0.04,0.11,21%,,killjoy,omen,
Disease,(+1),0.84,Pacific,vct-challengers,161.9,0.75,64%,102.1,0.57,0.38,0.03,0.09,24%,14%,viper,omen,breach
DisisJohn,SGE,0.88,EMEA,vct-challengers,194.9,0.89,65%,131.4,0.69,0.14,0.20,0.17,28%,3%,raze,jett,neon
Divine,63,0.72,Americas,vct-challengers,133.3,0.59,62%,93.3,0.48,0.32,0.02,0.06,26%,,astra,omen,
Divine,SGP,1.00,Pacific,vct-challengers,192.7,0.98,71%,124.6,0.67,0.37,0.08,0.07,32%,12%,viper,omen,astra
Dizzy,(+1),0.97,Pacific,vct-challengers,198.7,0.94,68%,130.3,0.69,0.29,0.08,0.12,30%,20%,sova,gekko,fade
DizzyFps,MEOW,0.86,Pacific,vct-challengers,179.2,0.82,61%,122.3,0.62,0.19,0.08,0.12,31%,18%,gekko,jett,sova
DizzyZ,36,0.62,Pacific,vct-challengers,92.5,0.46,53%,63.7,0.33,0.19,0.06,0.06,35%,14%,omen,,
Djam,GMU,0.40,Americas,vct-challengers,92.5,0.43,40%,63.8,0.38,0.08,0.05,0.10,39%,,viper,sova,
DJHoangEmmm,100,0.74,Pacific,vct-challengers,160.4,0.73,61%,116.7,0.59,0.17,0.07,0.12,21%,,killjoy,cypher,reyna
dnmsl,29,0.45,Pacific,vct-challengers,140.0,0.46,52%,86.4,0.45,0.10,0.10,0.10,24%,,viper,killjoy,
Docent,KAST,0.98,EMEA,vct-challengers,196.5,0.93,70%,128.9,0.69,0.31,0.08,0.09,29%,19%,viper,omen,astra
dodonut,FLY.R,1.24,Americas,vct-game-changer,261.2,1.33,76%,169.0,0.91,0.23,0.20,0.15,24%,17%,raze,jett,sage
Dogo,Gree,1.00,Americas,vct-challengers,198.0,01.03,71%,129.5,0.69,0.15,0.09,0.09,24%,19%,cypher,killjoy,raze
dok,HGE,0.86,EMEA,vct-challengers,158.6,0.82,68%,111.6,0.60,0.32,0.04,0.09,36%,6%,skye,sova,yoru
dom,IluZ,0.90,Americas,vct-challengers,213.0,0.82,68%,123.7,0.74,0.32,0.13,0.11,39%,,astra,kayo,
doma,FNC,0.88,EMEA,vct-challengers,198.6,0.88,72%,130.2,0.68,0.26,0.09,0.11,34%,11%,reyna,skye,viper
DominiK,ASTR,0.74,Pacific,vct-challengers,151.4,0.71,63%,102.1,0.54,0.25,0.05,0.09,23%,7%,viper,cypher,omen
DonsS,35,0.59,Pacific,vct-challengers,119.5,0.50,63%,93.8,0.40,0.09,0.00,0.06,32%,,sova,,
Donut,E3S,0.59,EMEA,vct-game-changer,136.0,0.48,48%,94.5,0.45,0.03,0.00,0.03,23%,,killjoy,,
door,PXU.GC,0.89,EMEA,vct-game-changer,206.5,0.81,69%,135.4,0.63,0.26,0.18,0.15,20%,25%,raze,jett,
dopey,VZ,0.98,Americas,vct-challengers,193.3,0.96,69%,136.5,0.69,0.24,0.05,0.08,19%,10%,viper,killjoy,
Dorie,VT,0.95,EMEA,vct-game-changer,217.8,0.89,59%,154.8,0.75,0.23,0.11,0.15,29%,8%,cypher,killjoy,
dos9,RVNT,1.17,Pacific,vct-challengers,240.8,1.25,74%,156.0,0.85,0.20,0.14,0.11,27%,16%,jett,raze,reyna
doxy,Meow,0.45,EMEA,vct-challengers,119.5,0.39,58%,81.5,0.33,0.39,0.03,0.22,11%,,brimstone,omen,
DOXZ3R,NES,0.88,Pacific,vct-challengers,177.5,0.83,66%,121.1,0.62,0.28,0.06,0.08,31%,9%,omen,astra,harbor
Dr1ch,MEOW,0.61,Pacific,vct-challengers,160.5,0.60,56%,106.2,0.52,0.17,0.16,0.12,26%,,killjoy,gekko,raze
Drago,TNX,0.71,Americas,vct-challengers,141.0,0.62,50%,85.9,0.51,0.20,0.10,0.15,32%,50%,omen,,
Dragy,CNL,0.89,Pacific,vct-challengers,185.1,0.83,69%,122.4,0.64,0.39,0.10,0.11,26%,11%,omen,viper,yoru
drain,LAG,0.80,Americas,vct-challengers,164.5,0.73,72%,111.3,0.59,0.26,0.09,0.09,31%,20%,astra,gekko,
DrastZ,GMB,0.87,EMEA,vct-challengers,173.8,0.82,68%,116.3,0.60,0.34,0.08,0.08,19%,13%,deadlock,kayo,harbor
dre,44,0.85,Americas,vct-challengers,169.5,0.84,61%,103.3,0.59,0.20,0.07,0.09,28%,50%,astra,viper,
drea,INF,0.83,Americas,vct-game-changer,191.4,0.84,66%,123.2,0.68,0.19,0.12,0.17,21%,20%,yoru,raze,jett
DREAM,VLNT,01.09,EMEA,vct-game-changer,203.2,1.15,73%,134.4,0.72,0.21,0.07,0.06,23%,20%,viper,omen,killjoy
Dreamas,Lash,0.99,EMEA,vct-challengers,197.9,0.97,66%,132.7,0.69,0.15,0.09,0.09,23%,18%,killjoy,cypher,viper
drepeex,TOPG,01.02,EMEA,vct-challengers,203.5,01.09,66%,142.6,0.76,0.14,0.09,0.09,27%,7%,cypher,killjoy,
Drios,ASU,0.58,Americas,vct-challengers,141.0,0.53,47%,94.0,0.47,0.15,0.03,0.12,22%,,killjoy,sova,
DRK,SR,0.60,EMEA,vct-challengers,120.4,0.46,52%,84.7,0.38,0.16,0.03,0.10,29%,5%,sova,skye,cypher
dRKY,IW,0.92,EMEA,vct-challengers,161.5,0.82,73%,106.4,0.57,0.39,0.04,0.06,29%,14%,breach,gekko,kayo
Dro9,Nood,0.87,EMEA,vct-challengers,208.2,0.88,66%,127.1,0.67,0.29,0.09,0.12,13%,10%,sova,raze,
Drog,APE,0.94,EMEA,vct-challengers,186.2,0.95,66%,129.4,0.70,0.18,0.09,0.09,27%,11%,cypher,killjoy,viper
Drone,DB,0.88,Americas,vct-challengers,181.5,0.85,67%,119.8,0.64,0.29,0.08,0.11,34%,16%,raze,skye,sova
DroperZ,FUZO,0.68,EMEA,vct-challengers,168.5,0.67,62%,108.2,0.56,0.18,0.10,0.15,21%,20%,killjoy,,
Ds,FXL,0.92,EMEA,vct-challengers,178.0,0.84,68%,116.6,0.62,0.41,0.06,0.08,19%,12%,omen,harbor,
DubsteP,OAS,0.95,Pacific,vct-challengers,177.4,0.95,74%,114.8,0.64,0.31,0.07,0.08,30%,17%,sova,skye,killjoy
ducq,Pros,1.12,Americas,vct-challengers,232.3,1.00,63%,163.4,0.77,0.32,0.08,0.11,22%,15%,killjoy,sage,kayo
ducT,VIE,0.79,Pacific,vct-challengers,158.1,0.70,65%,109.6,0.54,0.35,0.04,0.08,35%,6%,breach,kayo,omen
Duuuda,OPY.F,0.77,EMEA,vct-game-changer,176.0,0.72,64%,122.0,0.57,0.17,0.07,0.10,45%,25%,breach,sova,fade
DvckyC,Voya,0.42,Americas,vct-game-changer,109.5,0.35,45%,67.4,0.33,0.21,0.09,0.06,38%,,breach,skye,
dwepii,Leva,0.90,Pacific,vct-game-changer,173.0,0.87,62%,118.8,0.65,0.21,0.12,0.14,18%,6%,viper,cypher,
DWX,RV,0.81,EMEA,vct-challengers,175.0,0.80,70%,114.1,0.60,0.31,0.07,0.10,34%,20%,omen,,
DxN,KZ,01.02,Pacific,vct-challengers,222.0,0.81,75%,147.6,0.65,0.20,0.15,0.10,21%,,jett,,
Dyummy,FS.P,0.78,Pacific,vct-game-changer,138.9,0.77,73%,87.5,0.58,0.42,0.05,0.04,28%,,breach,kayo,fade
dziewa,INCO,0.61,EMEA,vct-challengers,114.5,0.54,56%,78.3,0.38,0.23,0.05,0.08,29%,,sova,omen,
dzii,LESS,1.14,Pacific,vct-challengers,222.0,1.21,76%,149.6,0.82,0.22,0.08,0.08,28%,18%,jett,cypher,killjoy
E11ie,Even,0.86,Americas,vct-game-changer,191.0,0.84,65%,127.7,0.66,0.21,0.13,0.17,24%,16%,raze,jett,omen
EARTHY,BNC,0.79,Pacific,vct-challengers,157.1,0.68,65%,103.6,0.51,0.37,0.05,0.09,22%,9%,cypher,skye,kayo
Easy,UCSB,0.68,Americas,vct-challengers,209.0,0.77,59%,136.9,0.69,0.08,0.08,0.13,26%,,cypher,neon,
Ec1ipsed,ALG,,China,vct-challengers,190.0,0.86,,126.6,0.62,0.26,0.06,0.10,,,omen,cypher,killjoy
ec1s,MU,0.80,Americas,vct-challengers,176.2,0.72,64%,117.1,0.56,0.35,0.08,0.08,27%,13%,sova,viper,breach
Edelweiss,FUZO,0.47,EMEA,vct-challengers,131.0,0.42,62%,86.8,0.38,0.44,0.06,0.24,21%,20%,fade,kayo,
Eden,CKE,01.09,Pacific,vct-challengers,217.7,01.04,73%,144.0,0.80,0.20,0.09,0.17,42%,20%,cypher,viper,
edith,YFP,01.07,Americas,vct-game-changer,228.7,1.14,64%,149.5,0.81,0.14,0.16,0.20,27%,15%,jett,raze,yoru
EduCoz,QLSH,0.95,EMEA,vct-challengers,181.7,0.95,64%,120.0,0.68,0.15,0.07,0.12,31%,33%,skye,fade,
Edw4rd,0Zer,0.90,Pacific,vct-challengers,188.8,0.82,70%,121.4,0.64,0.28,0.08,0.07,33%,12%,viper,omen,astra
eeiu,100T,1.11,Americas,vct-international,189.4,1.10,76%,128.6,0.68,0.31,0.05,0.04,30%,11%,fade,sova,
Eeyore,AE,01.02,Pacific,vct-challengers,215.9,1.00,66%,144.2,0.74,0.25,0.07,0.10,25%,16%,killjoy,cypher,omen
Effy,LXT,0.77,EMEA,vct-game-changer,146.5,0.63,52%,92.2,0.52,0.21,0.03,0.12,21%,,deadlock,harbor,
Egg,60,0.50,EMEA,vct-game-changer,102.0,0.43,70%,65.1,0.33,0.38,0.05,0.13,9%,,brimstone,omen,
eggy,PXU.GC,0.83,EMEA,vct-game-changer,156.1,0.71,65%,102.7,0.55,0.38,0.05,0.04,27%,12%,omen,breach,sova
Egoist,BLD,0.78,Pacific,vct-international,170.0,0.75,72%,108.4,0.57,0.21,0.09,0.08,24%,14%,skye,killjoy,
eiei,44,1.15,Pacific,vct-game-changer,221.5,1.13,64%,145.1,0.77,0.25,0.07,0.07,20%,,gekko,,
EJAY,SZ,1.22,Pacific,vct-challengers,264.5,1.24,75%,178.1,0.93,0.27,0.19,0.14,26%,21%,raze,jett,omen
ekoopy,33,0.55,Americas,vct-game-changer,112.5,0.43,52%,66.0,0.36,0.24,0.03,0.09,19%,,gekko,kayo,
Elab0rate,SOL,0.92,Americas,vct-game-changer,193.5,0.93,66%,127.7,0.68,0.18,0.10,0.09,23%,13%,raze,killjoy,cypher
eleo,OVA,0.76,EMEA,vct-challengers,152.3,0.68,65%,105.4,0.51,0.28,0.04,0.08,28%,5%,sage,sova,breach
elfie,MKS,1.23,Pacific,vct-game-changer,249.7,1.18,73%,165.2,0.88,0.26,0.12,0.12,28%,20%,phoenix,reyna,jett
elfonshelf,33,0.92,Americas,vct-game-changer,167.0,0.83,64%,115.5,0.61,0.18,0.03,0.06,31%,10%,sova,,
Elina,68,,China,vct-game-changer,155.0,0.57,,,0.49,0.19,,,,,neon,deadlock,
